Token,ID,Frequency,embVal000,embVal001,embVal002,embVal003,embVal004,embVal005,embVal006,embVal007
the,11111,44,-0.07060336294983115,0.004508076102605888,-0.054195587523281574,-0.03430120859827314,-0.004397114472729819,-0.08068659156560898,-0.05964890734425613,-0.018773629995329038
first,35563,507,-0.03449278650805354,-0.02030525845475495,-0.029272557934746146,0.024422066286206245,0.03043756727129221,-0.03034798987209797,-0.004223620519042015,-0.012396407313644886
example,586,406,0.0164471419993788,0.0009716341155581176,-0.03298928850563243,-0.05159435933455825,0.002090680500259623,-0.03339371076435782,-0.07573409407632425,0.014174872543662786
hand,79,226,-0.0006745979189872742,-0.007961430586874485,-0.01135749975219369,0.005532719194889069,-0.011738744331523776,0.02834137750323862,0.01473321858793497,-0.05455613718368113
very,81749,56,0.022308184066787362,0.008214267756557092,0.010101626859977841,0.012202523757878225,-0.003273364796768874,0.012923043628688902,0.02419051453762222,0.03252690764202271
clearly,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
perceive,267,220,0.008772392640821636,0.052330602949950844,-0.002329133334569633,-0.018747065449133515,-0.029996933677466586,-0.05266133532859385,-0.06047908798791468,0.04749184369575232
in,144909,10,-0.0035446243515859046,0.02241014192501704,0.02880774438381195,0.020537093592186768,0.033315595239400864,-0.005720304635663827,-0.04473797573397557,0.029755445352445047
your,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
bedroom,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
window,22057,5,-0.07213083902994792,0.11631953219572704,-0.04451240599155426,0.033034928143024445,-0.0777831229691704,0.004642856617768605,-0.032197218388319016,0.05373206858833631
right-hand,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
side,64,2537,-0.015543074056040496,-0.014980346662923694,-0.010969084687530994,0.00384584441781044,-0.009315665578469634,-0.007953631924465299,0.012346075498498976,0.011279150727204978
and,40,3027,0.022168292198330164,-0.0020192273368593305,-0.0030753177125006914,-0.003559498640242964,-0.025643044093158096,-0.0003215185133740306,0.03974314387596678,0.02865039391326718
yet,8229,173,0.030399561481317505,0.018951404839754105,-0.030690674029756337,0.009145489719230682,-0.015519810025580227,-0.0022238738310988992,-0.01224359791376628,0.003335723275085911
question,8813,6,-0.047021187096834186,0.043275972735136746,0.048596521466970445,-0.016958149150013924,0.0026097876951098444,-0.011185725242830813,-0.029822495952248573,0.05416142386384308
whether,42583,20,0.004262203729012981,-0.029798327392200008,0.022284184582531452,-0.008147974382154644,0.02283668308518827,0.014906299766153097,0.012912519974634051,-0.01967416750267148
would,404,165,-0.03917880202061497,0.0064670329720684094,-0.009463637543376535,-0.016795645584352314,0.017500324407592416,-0.010399557198979892,-0.00558605304104276,0.030992717016488314
noted,8293,474,-0.026605146704241633,-0.012755081872455776,-0.0013206935254856944,-0.033647618955001235,0.06262419419363141,-0.015544254914857447,-0.027838143752887845,-0.007114850945072249
so,299,80,0.024644436896778643,-0.027525569690624252,-0.009914778638631105,-0.022058229194954038,0.013232892786618322,0.017384027363732457,0.001737417420372367,-0.05136804888024926
self-evident,2460,99,-0.018551161978393793,0.04970531346043572,-0.060158540480188094,-0.012510312022641301,-0.08086135983467102,-0.014730028691701591,0.009561489569023252,0.017498495057225227
a,138925,7,-0.04809748912230134,0.03971948400139809,-0.002366604842245579,0.04048447539098561,-0.025861008069477977,-0.005248776578810066,0.00738457590341568,-0.0075943152187392116
thing,31813,355,0.007419743575155735,0.06952620996162295,0.03350207023322582,-0.024135015904903412,-0.062453491846099496,-0.009499615989625454,-0.046147119253873825,0.09960699650400784
as,3200,45,-0.004556436790153384,0.003975993487983942,-0.018938918597996235,-0.031362786423414946,-0.05033849971368909,0.01893813256174326,0.016606766497716308,0.05022098310291767
How,324,77,-0.015289794304408133,-0.0557044557062909,0.020114397630095482,-0.09159015654586256,0.05734680069144815,0.023699029814451933,0.012590297032147646,-0.015454544452950358
on,151559,81,0.022462626628112048,-0.0011200750013813376,0.06261401856318116,0.002459260053001344,0.023568557226099074,0.0371075231814757,0.03417392983101308,0.02086783660342917
earth,4613,459,-0.03073780843988061,0.03161789884325117,0.007731565972790122,-0.046835903980536386,-0.005548817687667906,-0.01685722585534677,-0.015346641419455409,0.042394379270263016
My,299,80,0.024644436896778643,-0.027525569690624252,-0.009914778638631105,-0.022058229194954038,0.013232892786618322,0.017384027363732457,0.001737417420372367,-0.05136804888024926
dear,30275,168,0.0025652111653471366,-0.011421399143728195,0.020404503564350307,-0.018057983717881143,0.049750434583984315,-0.008405928034335375,-0.03405062865931541,0.004794158972799778
fellow,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
you,786,443,-0.03590700845234096,-0.012245222693309188,0.04838845296762884,0.011811971082352102,0.05390281695872545,0.0321795498020947,0.048744525061920285,0.014246011051000096
military,1429,20,0.009189185919240117,0.0015683808778703678,0.04607554170070216,0.0162389874458313,-0.036448551109060645,0.03272966213990003,-0.0069784612860530615,-0.028539146995171905
neatness,299,80,0.024644436896778643,-0.027525569690624252,-0.009914778638631105,-0.022058229194954038,0.013232892786618322,0.017384027363732457,0.001737417420372367,-0.05136804888024926
characterises,3070,48,-0.016782597405835986,0.0278365146368742,-0.02282824064604938,0.03143187495152233,-0.0038840253837406635,-0.04500844841822982,-0.0550521113909781,0.0056771463714540005
shave,40,3027,0.022168292198330164,-0.0020192273368593305,-0.0030753177125006914,-0.003559498640242964,-0.025643044093158096,-0.0003215185133740306,0.03974314387596678,0.02865039391326718
every,38520,1103,0.008202219614759088,0.025073954835534096,-0.09297359478659928,0.05568064957333263,0.014282911084592342,-0.13013796345330775,-0.06578525598160923,-0.07025384111329913
morning,1248,7,0.05414953678846359,-0.022221431136131287,0.0194075133651495,-0.026171618700027467,-0.06182704782113433,0.04832122772932053,0.04931347072124481,-0.01893934588879347
this,97480,10,-0.04126589527974526,0.03849598579108715,0.023535446884731453,0.04750407300889492,0.0060692196323846774,0.015126556158065796,0.016762942696611088,0.014380352726827065
season,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
sunlight,13072,113,0.005413079692516476,-0.06451362941879779,-0.013919832068495452,-0.017602373831323348,0.066460041096434,-0.012666644062846899,0.008392528630793095,-0.031060758279636502
;,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
but,289,453,0.023974482086487114,0.012856807588832453,-0.034188209276180714,0.050418579106917605,0.00421308702789247,-0.024764432106167078,-0.010748419910669327,-0.004806591430678964
since,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
shaving,42335,1,0.11270610243082047,-0.16969645023345947,-0.07424601912498474,-0.11665179580450058,-0.0644085481762886,0.1139352098107338,0.1522722691297531,-0.09765805304050446
less,40,3027,0.022168292198330164,-0.0020192273368593305,-0.0030753177125006914,-0.003559498640242964,-0.025643044093158096,-0.0003215185133740306,0.03974314387596678,0.02865039391326718
complete,786,443,-0.03590700845234096,-0.012245222693309188,0.04838845296762884,0.011811971082352102,0.05390281695872545,0.0321795498020947,0.048744525061920285,0.014246011051000096
get,4530,91,0.031056327978149056,-0.018867673352360725,-0.06783331139013171,-0.02556357206776738,-0.06916715012630448,0.021668375295121223,-0.05732167328824289,-0.04886198106396478
farther,33322,108,0.0008077804086497054,-0.04536489612655714,0.018278306757565588,-0.005081936484202743,0.044487456092610955,0.0036574999685399234,0.07368180830962956,0.0009330349275842309
back,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
left,57630,9,-0.0006248674704693258,-0.06750441200565546,-0.02710258439183235,-0.07788059078156948,0.09049677327275277,-0.04344870671629906,0.031695115566253665,-0.10290675610303879
until,427,2826,0.006842879578471184,0.008259879657998681,-0.03377328591886908,0.013235102080216166,-0.029267075355164707,-0.016986319504212588,-0.011966070829657838,-0.0012610742123797536
it,6332,803,-0.020420397398993373,0.004364196443930268,0.006238259433303028,-0.021618791739456356,-0.007130851678084582,0.011131712701171637,-0.03130555688403547,-0.0007722715381532907
becomes,71992,32,0.024408127705100924,0.07784479297697544,-0.007453361002262682,0.0571861284552142,-0.06721161841414869,-0.016657902946462855,-0.051225228926341515,-0.011888249078765512
positively,851,405,0.015387444756925106,0.037009789841249585,0.002634416159708053,0.0015137565205805004,-0.06340876173635479,0.0027962267631664872,-0.02962270681746304,0.011757555650547147
slovenly,38190,5,-0.000777064822614193,0.029491850174963474,-0.03623356099706143,0.006512604653835297,-0.07887352537363768,0.011634125839918852,-0.01296444982290268,-0.037150644697248936
round,1440,2625,0.030466936761513352,-0.002071681898087263,0.052088257973082364,0.010223137447610497,0.017516930704005063,0.04880026518367231,0.003329278202727437,-0.024670032726135105
angle,191417,20,-0.0189565634354949,0.003122469672234729,0.00886044348590076,0.011875290423631668,0.014478431548923254,0.007187653100118041,-0.017746201483532786,-0.00867693280451931
jaw,33322,108,0.0008077804086497054,-0.04536489612655714,0.018278306757565588,-0.005081936484202743,0.044487456092610955,0.0036574999685399234,0.07368180830962956,0.0009330349275842309
surely,695,133,0.008840362803312019,0.01906300848349929,0.0033228913307539187,0.006505055018351413,-0.016569334140513092,0.015990140615031123,-0.0307352181407623,0.003489909926429391
clear,141354,20,-0.006049128249287605,0.03846671784828816,0.06773156526365451,-0.008476341941526957,-0.043797505487288745,0.0746969941205212,0.0013804766349494457,0.08943230978080205
illuminated,522,63,2.342741936445236e-06,-0.011075249873101711,0.020949038676917553,-0.014044111827388406,-0.02847967715933919,0.027807091682916507,0.04294554382795468,0.05655706720426679
than,49249,6,-0.030858649872243404,-0.015814254991710186,0.0007902737706899643,0.018411671742796898,0.015530611854046583,-0.023424683138728142,-0.007085190620273352,0.03751723002642393
could,278,1305,-0.016010365914553404,0.02862606616690755,-0.0042412918992340565,-0.014151336625218391,-0.012094103614799678,-0.007713793311268091,-0.10402258904650807,0.0004722500452771783
not,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
imagine,14116,1647,-0.018823842518031597,0.009879649616777897,0.021710542147047818,0.04729862467502244,0.012934665195643902,-0.004836976120714098,0.019499209942296147,-0.021118866512551904
man,5429,283,-0.055365681648254395,0.07325389795005322,0.04504345892928541,0.06512492569163442,0.0034751584753394127,0.00031134241726249456,-0.0026374621520517394,-0.007753631914965808
habits,21960,59,0.016292436281219125,0.039905353682115674,0.028226782626006752,0.023455028393073007,-0.0528291157388594,0.05095547274686396,0.023132224509026855,0.026323139609303325
looking,267,220,0.008772392640821636,0.052330602949950844,-0.002329133334569633,-0.018747065449133515,-0.029996933677466586,-0.05266133532859385,-0.06047908798791468,0.04749184369575232
at,799,11,0.04475928694009781,0.07515128962695598,0.025245942268520595,0.05013418514281511,0.012613249942660332,-0.06864552088081836,-0.0812147717922926,0.07217980250716209
himself,32,118,0.008028045878745615,-0.031766887521371245,0.024270882830023766,-0.024282109923660755,0.04636254254728556,-0.026331389191909693,-0.03358301688786014,0.00046247104182839394
an,3874,35,-0.030772723523633822,0.043112417949097495,0.032389571358050616,0.0018541936629584857,-0.015954735821911266,0.03083601327879088,-0.006915806925722531,0.07204552340720381
equal,2300,128,0.03111019905190915,-0.001445229398086667,-0.030862969550071284,-0.04387731302995235,-0.042103528532607015,-0.009240872808732092,-0.0592528848501388,-0.00641185708809644
light,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
being,423,471,0.0027682169748004526,-0.02278576896060258,0.0754321115091443,-0.002245847717858851,0.024922423996031284,0.07708479510620236,0.021088425302878022,-0.027720006881281734
satisfied,17019,344,-0.04606314527336508,-0.02282185899093747,0.024206839501857758,-0.005222975974902511,0.05123299709521234,0.01892703492194414,0.04735608212649822,0.028683266486041248
with,10618,238,0.003153927049424965,0.03827931990963407,-0.009711914230138063,0.03990234062075615,-0.0684403904597275,-0.009807143942452967,0.019679786229971796,0.0237743224715814
such,3825,985,0.020478120539337397,-0.020362621638923883,0.026771785225719213,-0.07959768967702985,-0.0008591208606958389,0.06671336852014065,0.033703637309372425,0.017704584170132875
result,14116,1647,-0.018823842518031597,0.009879649616777897,0.021710542147047818,0.04729862467502244,0.012934665195643902,-0.004836976120714098,0.019499209942296147,-0.021118866512551904
only,16090,32,0.03174948727246374,0.005483379354700446,0.008921334519982338,-0.008480297765345313,-0.00048326680553145707,-0.008442075224593282,-0.02489447538391687,0.01713335103704594
quote,82383,33,0.051683628698810935,0.049272928619757295,0.02815966817433946,0.029855299275368452,-0.08568549971096218,0.0692400112748146,0.019147419603541493,0.05289711058139801
trivial,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
observation,1156,225,-0.02329128683777526,-0.008608702337369323,-0.016808317275717854,-0.012957609724253416,0.004918544844258577,-0.008078906568698585,0.03874831134453416,-0.017586546309757978
inference,12276,1,0.010050984099507332,-0.027176612988114357,0.03983018919825554,-0.0005207876674830914,0.009000160731375217,-0.04705648496747017,0.004135802388191223,-0.011080452241003513
Therein,45336,158,0.03141496569151059,-0.005287375417537987,0.032735294196754694,-6.12248113611713e-05,0.033792350615840405,0.00047374237328767776,0.022094464395195246,0.0026126569136977196
lies,151152,31,-0.005940029863268137,0.0447890965933766,-0.03168224357068539,0.0029146202432457358,-0.04872984782559797,-0.0177038605324924,-0.06047329102148069,-0.031599824025761336
my,2695,71,0.05186501354910433,-0.01106713351327926,-0.014951234275940806,-0.023902315413579345,-0.011963633121922612,0.0038868008414283395,0.06263399589806795,-0.03121295024175197
_mtier_,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
just,3607,134,0.022976797859882936,-0.01502000969776418,-0.03198157926090062,0.02540357110046898,-0.003271412570029497,-0.041993056423962116,0.03823002165881917,-0.058150444994680583
possible,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
be,432,59,-0.007079126313328743,-0.02324910892639309,0.006763739977031946,0.006395148258889094,0.07435745443217456,-0.031743346247822046,-0.07344840373843908,-0.06401024688966572
service,2117,27,0.05372077013765063,0.09678858904434103,0.009831375841583525,0.025617717366133417,-0.10523193808538574,0.0014164756451334273,-0.05689603143504688,0.06302311311342887
investigation,14116,1647,-0.018823842518031597,0.009879649616777897,0.021710542147047818,0.04729862467502244,0.012934665195643902,-0.004836976120714098,0.019499209942296147,-0.021118866512551904
before,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
us,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
There,1047,653,0.024946355551946908,-0.020403500806423835,0.001159463543444872,-0.02064811484888196,0.006289410637691617,0.02742388634942472,0.019693331443704665,-0.006042803172022104
are,75,158,0.01913210937709664,-0.002666033338755369,-0.055368465997162275,-0.04441946290899068,-0.03817929139768239,-0.004014860693132505,0.0026336395676480606,-0.02386504434980452
one,423,471,0.0027682169748004526,-0.02278576896060258,0.0754321115091443,-0.002245847717858851,0.024922423996031284,0.07708479510620236,0.021088425302878022,-0.027720006881281734
two,7547,26,0.08049296954413876,-0.0246085237886291,-0.011755551677197218,0.020016740658320487,-0.02636962616816163,0.005738758423831314,-0.007503783795982599,-0.015607204899424687
minor,29654,10,0.031794741128881775,-0.02290889962265889,0.023575963568873703,-0.0368214538320899,-0.012071598942081133,0.05234516800070802,0.04728930816054344,0.035916644148528576
points,11,7659,-0.00553612963994965,0.028247527399798855,0.041757064405828714,0.026284452760592103,-0.017907207940879744,0.04761092853732407,-0.009765072900336236,0.035341929527930915
were,1401,106,0.017162252246635035,-0.008947983966208994,0.030790357501246035,-0.019167718710377812,0.03819031757302582,0.04134312737733126,-0.01782887289300561,0.010371168318670243
brought,1582,27,-0.012433833093382418,0.016396427527070045,-0.009479864966124296,-0.02409536758204922,-0.012232601759023964,0.002500647329725325,0.051312008436070755,0.02333469269797206
out,766,58,-0.0008794073946774006,0.014804385660681874,-0.004494111359235831,-0.022166372276842594,-0.04583905008621514,-0.02307743881829083,-0.07028190651908517,-0.040093922754749656
inquest,3086,5280,0.01098044466925785,-0.010009543781052344,-0.023759302333928645,-0.02463961864123121,-0.010363671099185012,0.013820950611261651,-0.014110055402852595,-0.027854025654960424
worth,733,10,-0.03401509072864428,-0.05539633706212044,0.06701734662055969,-0.024137057131156325,0.017358239740133286,0.07387903332710266,0.02417751681059599,0.005763351451605558
considering,120938,462,-0.026523966807872057,-0.03278059425065294,0.004503323638346046,0.011019645498890895,0.03960761850612471,0.021434381982544437,0.041123037692159414,-0.008598565153079107
What,1047,653,0.024946355551946908,-0.020403500806423835,0.001159463543444872,-0.02064811484888196,0.006289410637691617,0.02742388634942472,0.019693331443704665,-0.006042803172022104
they,266,761,0.03217321913689375,-0.02556375111453235,-0.015615947893820703,0.028214537916937843,0.00018001170246861875,-0.020587150880601257,0.002594999852590263,-0.044661680702120066
?,516,36,0.010397651232779026,-0.003036464797332883,-0.05809962563216686,-0.043108203914016485,-0.030020567122846842,-0.03895435866434127,-0.011532059404999018,-0.02401810511946678
It,999,423,0.04097615972568747,-0.026257047953549773,-0.019894471392035484,-0.07619616249576211,-0.01927335700020194,0.03631468728417531,0.06572362000588328,0.018098181106324773
appears,70869,10,0.010399967742462954,-0.0296356709053119,-0.04797629142800967,-0.02310714793081085,-0.036968741876383625,-0.025150528798500698,-0.0443921359643961,-0.026204623902837437
arrest,935,2715,0.03808910003863275,-0.03105013484309893,0.004689541005063802,-0.021926398665527813,0.005936986883170903,0.03738849551882595,0.026410763886815403,-0.014914148105162894
did,404,165,-0.03917880202061497,0.0064670329720684094,-0.009463637543376535,-0.016795645584352314,0.017500324407592416,-0.010399557198979892,-0.00558605304104276,0.030992717016488314
place,169620,36,-0.07490073563531041,0.0107607776299119,0.001189729047837318,-0.013088340405374765,0.048817720264196396,-0.049837424885481596,-0.04132912459317595,-0.04521340876817703
once,13,6197,-0.035656013526022434,-0.0028332704678177834,-0.016613295825663954,-0.02452131570316851,-0.0007786941714584827,-0.009836964774876833,0.02056255569914356,0.049810901866294444
